person_source_id,person_id,name_en,name_zh,source_type,source_title,url,note
PS0535,FM091,Jasmine Choi,崔娜卿,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Jasmine_Choi,人物及相關文獻來源
PS0536,FM091,Jasmine Choi,崔娜卿,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Jasmine%20Choi%20flute,人物及相關文獻來源
PS0539,FM092,Shigenori Kudo,工藤重典,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0540,FM092,Shigenori Kudo,工藤重典,authority,Wikidata,https://www.wikidata.org/wiki/Q11479640,人物及相關文獻來源
PS0541,FM092,Shigenori Kudo,工藤重典,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Shigenori%20Kudo%20flute,人物及相關文獻來源
PS0544,FM093,Kazunori Seo,瀨尾和紀,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0545,FM093,Kazunori Seo,瀨尾和紀,authority,Wikidata,https://www.wikidata.org/wiki/Q52148239,人物及相關文獻來源
PS0546,FM093,Kazunori Seo,瀨尾和紀,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Kazunori%20Seo%20flute,人物及相關文獻來源
PS0549,FM094,Seiya Ueno,上野星矢,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0550,FM094,Seiya Ueno,上野星矢,authority,Wikidata,https://www.wikidata.org/wiki/Q11360353,人物及相關文獻來源
PS0551,FM094,Seiya Ueno,上野星矢,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Seiya%20Ueno%20flute,人物及相關文獻來源
PS0554,FM095,Yuki Koyama,小山裕幾,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0555,FM095,Yuki Koyama,小山裕幾,authority,Wikidata,https://www.wikidata.org/wiki/Q87439578,人物及相關文獻來源
PS0556,FM095,Yuki Koyama,小山裕幾,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Yuki%20Koyama%20flute,人物及相關文獻來源
PS0559,FM096,Juliette Hurel,朱麗葉・于雷爾,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0560,FM096,Juliette Hurel,朱麗葉・于雷爾,authority,Wikidata,https://www.wikidata.org/wiki/Q3189766,人物及相關文獻來源
PS0561,FM096,Juliette Hurel,朱麗葉・于雷爾,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Juliette%20Hurel%20flute,人物及相關文獻來源
PS0564,FM097,Vincent Lucas,文森・盧卡,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0566,FM097,Vincent Lucas,文森・盧卡,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Vincent%20Lucas%20flute,人物及相關文獻來源
PS0569,FM098,Davide Formisano,達維德・福爾米薩諾,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0570,FM098,Davide Formisano,達維德・福爾米薩諾,authority,Wikidata,https://www.wikidata.org/wiki/Q1177529,人物及相關文獻來源
PS0571,FM098,Davide Formisano,達維德・福爾米薩諾,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Davide%20Formisano%20flute,人物及相關文獻來源
PS0574,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0575,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,authority,Wikidata,https://www.wikidata.org/wiki/Q116607378,人物及相關文獻來源
PS0576,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/S%C3%A9bastian_Jacot,人物及相關文獻來源
PS0577,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=S%C3%A9bastian%20Jacot%20flute,人物及相關文獻來源
PS0580,FM100,Demarre McGill,德馬爾・麥吉爾,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0581,FM100,Demarre McGill,德馬爾・麥吉爾,authority,Wikidata,https://www.wikidata.org/wiki/Q55584195,人物及相關文獻來源
PS0582,FM100,Demarre McGill,德馬爾・麥吉爾,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Demarre_McGill,人物及相關文獻來源
PS0583,FM100,Demarre McGill,德馬爾・麥吉爾,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Demarre%20McGill%20flute,人物及相關文獻來源
REL-LG0063,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,biographical_reference,Flute Examiner interview: undergraduate teacher and mentor Michel Debost,https://thefluteexaminer.com/make-music-and-achieve-success-a-conversation-with-molly-barth/,師承與人物經歷
REL-LG0064,FM032,Robert Willoughby,羅伯特・威洛比,biographical_reference,Official biography: studied at Eastman with Joseph Mariano,https://robertwilloughby.com/bio.html,師承與人物經歷
REL-LG0065,FM032,Robert Willoughby,羅伯特・威洛比,biographical_reference,Instrumentalist birthday profile: lessons with Georges Laurent,https://theinstrumentalist.com/december-2011/90th-birthday-celebration-for-robert-willoughby-2/,師承與人物經歷
REL-LG0067,FM016,Georges Laurent,喬治・洛朗,biographical_reference,Pappoutsakis Society biography: pupil of Paul Taffanel,https://www.pappoutsakis.org/bio,師承與人物經歷
REL-LG0069,FM017,William Kincaid,威廉・金凱德,biographical_reference,Joffe Woodwinds article: studied with Georges Barrere,https://www.joffewoodwinds.com/articles/william-kincaid-and-marcel-moyse/,師承與人物經歷
REL-LG0070,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,biographical_reference,UNT dissertation: Geoffrey Gilbert as a student of Rene Le Roy,https://digital.library.unt.edu/ark:/67531/metadc1157581/m2/1/high_res_d/RODRIGUEZ-DISSERTATION-2018.pdf,師承與人物經歷
REL-LG0071,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,biographical_reference,Flutepage biography: notable pupils include Stephen Preston,https://www.flutepage.de/deutsch/composer/person.php?englisch=true&id=421,師承與人物經歷
REL-LG0072,FM037,Lois Schaefer,露易絲・謝弗,biographical_reference,NFA profile: studied at NEC with Georges Laurent,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/lois-schaefer,師承與人物經歷
REL-LG0073,FM038,Bernard Goldberg,伯納德・戈德堡,biographical_reference,University of Miami doctoral study: teachers included Georges Barrere,https://scholarship.miami.edu/esploro/outputs/doctoral/Bernard-Goldberg-A-biographical-sketch-and/991031447713102976,師承與人物經歷
REL-LG0075,FM053,András Adorján,安德拉什・阿多揚,biographical_reference,Reina Sofia profile: studies with Jean-Pierre Rampal,https://www.escuelasuperiordemusicareinasofia.es/en/profesor/andras-adorjan/,師承與人物經歷
REL-LG0077,FM054,Keith Underwood,基思・安德伍德,biographical_reference,Bulletproof Musician interview: studied with Thomas Nyfenger,https://bulletproofmusician.com/keith-underwood-part-1-on-the-art-of-imitation-and-how-to-glean-insights-from-great-musicians-to-level-up-your-playing/,師承與人物經歷
REL-LG0078,FM058,Stephen Preston,史蒂芬・普雷斯頓,biographical_reference,Mastering The Flute profile: studied with Geoffrey Gilbert,https://masteringtheflute.com/en/flutists/P/preston-stephen-24,師承與人物經歷
REL-LG0079,FM072,Felix Renggli,菲利克斯・倫格利,biographical_reference,Official biography: studies with Gerhard Hildenbrand,https://www.felixrenggli.com/english,師承與人物經歷
REL-LG0082,FM082,Joshua Smith,約書亞・史密斯,biographical_reference,PCMS profile: studied with Frank Bowen,https://www.pcmsconcerts.org/artist/joshua-smith/,師承與人物經歷
REL-LG0088,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,biographical_reference,Bard faculty profile: principal teachers include Samuel Baron,https://www.bard.edu/faculty/tara-helen-oconnor,師承與人物經歷
REL-LG0091,FM099,Sébastian Jacot,塞巴斯蒂安・雅科,biographical_reference,Mariinsky guest biography: studied in Jacques Zoon's class,https://www.mariinsky.ru/en/company/guests/flute/jacot_sebastian/,師承與人物經歷
REL-LG0093,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,biographical_reference,Flutepage biography: studies in Rome with Arrigo Tassinari,https://www.flutepage.de/deutsch/composer/person.php?englisch=true&id=560,師承與人物經歷
REL-LG0094,FM030,Trevor Wye,特雷弗・懷伊,biographical_reference,NFA profile: studied privately with Geoffrey Gilbert,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/trevor-wye,師承與人物經歷
REL-LG0096,FM039,John Krell,約翰・克雷爾,biographical_reference,Biography summary: studied flute with William Kincaid at Curtis,https://en.wikipedia.org/wiki/John_C._Krell,師承與人物經歷
REL-LG0101,FM065,Philippe Bernold,菲利普・貝爾諾,biographical_reference,Official biography: studied under Rene Matter,https://philippebernold.com/philippe-bernold-biography.html,師承與人物經歷
REL-LG0103,FM093,Kazunori Seo,瀨尾和紀,biographical_reference,Ecole Normale profile: flute class of Alain Marion,https://www.ecolenormalecortot.com/en/enseignants/seo-kazunori/,師承與人物經歷
REL-LG0105,FM098,Davide Formisano,達維德・福爾米薩諾,biographical_reference,Muvac profile: studies with Jean-Claude Gerard,https://www.muvac.com/en/profile/davide-formisano,師承與人物經歷
REL-LG0106,FM100,Demarre McGill,德馬爾・麥吉爾,biographical_reference,Official biography: studied with Susan Levitin,https://www.demarremcgill.com/,師承與人物經歷
REL-LG0107,FM002,Theobald Boehm,特奧巴德・伯姆,biographical_reference,Theobald Boehm Archive biography: took flute lessons with Johann Nepomuk Kapeller,https://theobald-boehm-archiv-und-wettbewerb.de/Biography,師承與人物經歷
REL-LG0108,FM002,Theobald Boehm,特奧巴德・伯姆,biographical_reference,Babel Flute article: Boehm was impressed by Nicholson's powerful tone in London,https://thebabelflute.com/theobald-bohm-as-a-flute-maker/,師承與人物經歷
REL-LG0109,FM003,Charles Nicholson,查爾斯・尼科爾森,biographical_reference,Dictionary of National Biography: Nicholson was trained under his father,"https://en.wikisource.org/wiki/Dictionary_of_National_Biography,_1885-1900/Nicholson,_Charles",師承與人物經歷
REL-LG0112,FM009,Adolphe Hennebains,阿道夫・亨內班,biographical_reference,New York Public Library Marcel Moyse papers: Moyse studied with Adolphe Hennebains,https://archives.nypl.org/mus/20284,師承與人物經歷
REL-LG0113,FM009,Adolphe Hennebains,阿道夫・亨內班,biographical_reference,UNT dissertation on Rene Le Roy: Le Roy began study with Hennebains in 1907,https://digital.library.unt.edu/ark:/67531/metadc1157581/m2/1/high_res_d/RODRIGUEZ-DISSERTATION-2018.pdf,師承與人物經歷
REL-LG0114,FM012,Marcel Moyse,馬塞爾・莫伊茲,biographical_reference,tonebase biography: Moyse studied flute with Paul Taffanel,https://www.tonebase.co/composer-biographies/marcelmoyse,師承與人物經歷
REL-LG0117,FM018,Joseph Mariano,約瑟夫・馬里亞諾,biographical_reference,Eastman portrait: Mariano studied at Curtis with William Kincaid,https://www.esm.rochester.edu/about/portraits/mariano/,師承與人物經歷
REL-LG0119,FM023,Aurèle Nicolet,奧雷勒・尼科萊,biographical_reference,NFA profile: Nicolet studied flute with Andre Jaunet,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/aur%C3%A8le-nicolet,師承與人物經歷
REL-LG0121,FM026,James Galway,詹姆斯・高威,biographical_reference,Encyclopedia.com biography: Galway studied with John Francis at the Royal College of Music,https://www.encyclopedia.com/people/literature-and-arts/music-popular-and-jazz-biographies/james-galway,師承與人物經歷
REL-LG0129,FM031,Louis Moyse,路易・莫伊茲,biographical_reference,NFA profile: Louis Moyse's teachers included Philippe Gaubert,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/louis-moyse,師承與人物經歷
REL-LG0131,FM034,Albert Tipton,阿爾伯特・蒂普頓,biographical_reference,NFA profile: Tipton studied with William Kincaid at Curtis,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/albert-tipton,師承與人物經歷
REL-LG0132,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,biographical_reference,NFA profile: Blaisdell studied with Ernest Wagner,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/frances-blaisdell,師承與人物經歷
REL-LG0134,FM036,Doriot Anthony Dwyer,多里奧特・安東尼・德懷爾,biographical_reference,Boston Musical Intelligencer obituary: Dwyer studied with William Kincaid,https://classical-scene.com/2020/03/16/doriot-anthony-dwyer-1922-2020/,師承與人物經歷
REL-LG0135,FM042,Jeanne Baxtresser,珍妮・巴克斯特雷瑟,biographical_reference,Official timeline: Baxtresser went to Juilliard to study with Julius Baker,https://www.jeannebaxtresser.com/timeline/family.php,師承與人物經歷
REL-LG0136,FM043,Bonita Boyd,博妮塔・博伊德,biographical_reference,Eastman profile: early teachers included Maurice Sharp,https://www.esm.rochester.edu/directory/boyd-bonita/,師承與人物經歷
REL-LG0139,FM044,Carol Wincenc,卡羅爾・溫森克,biographical_reference,Stony Brook profile: Wincenc studied with Severino Gazzelloni,https://www.stonybrook.edu/commcms/music/people/faculty-and-staff/performance/carol_wincenc,師承與人物經歷
REL-LG0143,FM045,Leone Buyse,萊昂・拜斯,biographical_reference,Official biography: Buyse was a student of Joseph Mariano at Eastman,https://www.leonebuyse.com/biography1,師承與人物經歷
REL-LG0147,FM046,Paula Robison,寶拉・羅賓遜,biographical_reference,Official biography: Robison played for Julius Baker and entered Juilliard,https://www.paularobison.com/about-paula,師承與人物經歷
REL-LG0149,FM080,Jeffrey Khaner,傑弗里・卡納,biographical_reference,Curtis profile: Khaner studied with Julius Baker at Juilliard,https://www.curtis.edu/person/jeffrey-khaner/,師承與人物經歷
REL-LG0150,FM081,Mark Sparks,馬克・斯帕克斯,biographical_reference,New York Flute Club profile/interview: Sparks studied with Julius Baker,https://www.nyfluteclub.org/uploads/newsletters/2014-2015/14-December-Newsletter-final.pdf,師承與人物經歷
REL-LG0151,FM084,Alexa Still,亞歷克莎・史蒂爾,biographical_reference,The Flute View interview: graduate studies in New York with Samuel Baron,https://thefluteview.com/2022/12/alexa-still-artist-interview-2/,師承與人物經歷
REL-LG0153,FM015,Leonardo De Lorenzo,萊昂納多・德洛倫佐,biographical_reference,Flutepage biography: early serious flute studies with Giacomo Nigro,https://www.flutepage.de/deutsch/composer/person.php?englisch=true&id=16,師承與人物經歷
REL-LG0154,FM015,Leonardo De Lorenzo,萊昂納多・德洛倫佐,biographical_reference,Flute Almanac profile: De Lorenzo mentored Julius Baker at Eastman,https://flutealmanac.com/leonardo-de-lorenzo-legacy/,師承與人物經歷
REL-LG0155,FM040,Walfrid Kujala,瓦爾弗里德・庫亞拉,biographical_reference,Northwestern obituary: Kujala studied with Joseph Mariano at Eastman,https://www.music.northwestern.edu/news/2024/walfrid-kujala-1925-2024,師承與人物經歷
REL-LG0156,FM048,Robert Aitken,羅伯特・艾特肯,biographical_reference,Canadian Encyclopedia: Aitken studied with Nicholas Fiore at RCMT,https://thecanadianencyclopedia.ca/en/article/robert-aitken-emc,師承與人物經歷
REL-LG0157,FM048,Robert Aitken,羅伯特・艾特肯,biographical_reference,The WholeNote profile: Aitken counts Marcel Moyse among his main teachers,https://www.thewholenote.com/index.php/newsroom/feature-stories/2389-multi-faceted-robert-aitken,師承與人物經歷
REL-LG0158,FM049,Hubert Laws,休伯特・勞斯,biographical_reference,NFA profile: Laws studied privately with Clement Barone,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/hubert-laws,師承與人物經歷
REL-LG0160,FM052,Harvey Sollberger,哈維・索爾伯格,biographical_reference,NFA profile: Gazzelloni inspired Sollberger as a youth,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/harvey-sollberger,師承與人物經歷
REL-LG0161,FM055,Jim Walker,吉姆・沃克,biographical_reference,International Journal of Music profile timeline: significant teacher James Pellerite,https://ijm.education/winds/woodwinds/flute/jim-walker/,師承與人物經歷
REL-LG0163,FM056,Barthold Kuijken,巴托爾德・奎肯,biographical_reference,Instrumentalist interview: Kuijken trained with Francis Stoefs at Brussels Conservatory,https://theinstrumentalist.com/april-2015-flute-talk/early-music-a-conversation-with-barthold-kuijken/,師承與人物經歷
REL-LG0165,FM056,Barthold Kuijken,巴托爾德・奎肯,biographical_reference,YourClassical profile: Kuijken studied at The Hague with Frans Bruggen,https://www.yourclassical.org/profile/barthold-kuijken,師承與人物經歷
REL-LG0166,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,biographical_reference,Biography summary: Hazelzet was encouraged by Kees Otten to begin baroque transverse flute,https://fr.wikipedia.org/wiki/Wilbert_Hazelzet,師承與人物經歷
REL-LG0169,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,biographical_reference,Guildhall profile: Beznosiuk studied baroque and classical flutes with Stephen Preston,https://www.gsmd.ac.uk/staff/lisa-beznosiuk-baroqueclassical-flute,師承與人物經歷
REL-LG0170,FM062,Claire Guimond,克萊兒・吉蒙,biographical_reference,Tafelmusik biography: Guimond studied baroque flute with Barthold Kuijken,https://tafelmusik.org/meet-tafelmusik/bios/claire-guimond/,師承與人物經歷
REL-LG0171,FM067,Jacques Zoon,雅克・宗,biographical_reference,HEM Geneve profile: Zoon studied with Koos Verheul,https://www.hesge.ch/hem/en/la-hem/annuaire/jacques-zoon,師承與人物經歷
REL-LG0175,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,biographical_reference,Official biography: Piccinini began studies in Toronto with Jeanne Baxtresser,https://www.marinapiccinini.com/about,師承與人物經歷
REL-LG0178,FM069,Sharon Bezaly,莎朗・貝扎利,biographical_reference,Jerusalem Music Centre biography: Bezaly worked with Maurice Bourgue,https://www.jmc.org.il/en/sharon-bezaly/,師承與人物經歷
REL-LG0182,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,biographical_reference,Official biography: Bouriakov studied with William Bennett at the Royal Academy of Music,https://bouriakov.com/bio,師承與人物經歷
REL-LG0183,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,biographical_reference,DGfF German flutists page: Ausbildung with Paul Meisen,https://www.floete.net/en/publications/flutists-worldwide/german-flutists/,師承與人物經歷
REL-LG0184,FM073,Emily Beynon,艾蜜莉・貝農,biographical_reference,Official biography: Beynon began flute studies with Margaret Ogonovsky,https://emilybeynon.com/,師承與人物經歷
REL-LG0187,FM074,Susan Milan,蘇珊・米蘭,biographical_reference,Royal College of Music profile: Milan studied with John Francis,https://www.rcm.ac.uk/woodwind/professors/details/?id=01356,師承與人物經歷
REL-LG0190,FM077,Adam Walker,亞當・沃克,biographical_reference,Royal College of Music news: Marcusson was Walker's former teacher,https://www.rcm.ac.uk/about/news/all/2017-11-01adamwalker.aspx,師承與人物經歷
REL-LG0191,FM078,Lorna McGhee,洛娜・麥吉,biographical_reference,tonebase biography: McGhee studied with David Nicholson,https://woodwinds.tonebase.co/flute-artist-biographies/lornamcghee,師承與人物經歷
REL-LG0194,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,biographical_reference,OhioLINK dissertation on NFA commissioned works: Hoyos studied with Mary Karen Clardy at UNT,https://etd.ohiolink.edu/acprod/odb_etd/ws/send_file/send?accession=osu1196186122&disposition=inline,師承與人物經歷
REL-LG0195,FM086,Patricia George,派翠西亞・喬治,biographical_reference,NFA profile: George studied with Frances Blaisdell,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/patricia-george,師承與人物經歷
REL-LG0202,FM092,Shigenori Kudo,工藤重典,biographical_reference,Haynes biography: Kudo completed musical education at the Conservatoire National de Paris with Jean-Pierre Rampal,https://www.wmshaynes.com/shigenori-kudo,師承與人物經歷
REL-LG0203,FM092,Shigenori Kudo,工藤重典,biographical_reference,Ann Arbor program biography: Kudo's teachers included Alain Marion,https://aadl.org/sites/default/files/docfiles/programs_19881015e.pdf,師承與人物經歷
REL-LG0204,FM076,Gareth Davies,加雷斯・戴維斯,biographical_reference,Camilla Marchant biography: studied at the Royal College of Music with Gareth Davies,https://www.camillamarchant.com/about,師承與人物經歷
REL-LG0205,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,biographical_reference,Julien Beaudiment official biography: studied at Guildhall with Paul Edmund-Davies,https://www.beaudiment.com/about,師承與人物經歷
REL-LG0206,FM094,Seiya Ueno,上野星矢,biographical_reference,California Young Artists Symphony profile: Rin Sakata previously studied with Seiya Ueno,https://cyasymphony.org/competition-program/,師承與人物經歷
REL-LG0207,FM095,Yuki Koyama,小山裕幾,biographical_reference,California Young Artists Symphony profile: Rin Sakata previously studied with Yuki Koyama,https://cyasymphony.org/competition-program/,師承與人物經歷
