person_source_id,person_id,name_en,name_zh,source_type,source_title,url,note
PS0272,FM045,Leone Buyse,萊昂・拜斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Leone%20Buyse%20flute,人物及相關文獻來源
PS0273,FM046,Paula Robison,寶拉・羅賓遜,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0274,FM046,Paula Robison,寶拉・羅賓遜,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0276,FM046,Paula Robison,寶拉・羅賓遜,authority,Wikidata,https://www.wikidata.org/wiki/Q4395147,人物及相關文獻來源
PS0277,FM046,Paula Robison,寶拉・羅賓遜,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Paula_Robison,人物及相關文獻來源
PS0278,FM046,Paula Robison,寶拉・羅賓遜,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Paula%20Robison%20flute,人物及相關文獻來源
PS0279,FM047,Ransom Wilson,蘭森・威爾遜,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0282,FM047,Ransom Wilson,蘭森・威爾遜,authority,Wikidata,https://www.wikidata.org/wiki/Q7293491,人物及相關文獻來源
PS0283,FM047,Ransom Wilson,蘭森・威爾遜,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Ransom_Wilson,人物及相關文獻來源
PS0284,FM047,Ransom Wilson,蘭森・威爾遜,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Ransom%20Wilson%20flute,人物及相關文獻來源
PS0285,FM048,Robert Aitken,羅伯特・艾特肯,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0289,FM048,Robert Aitken,羅伯特・艾特肯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Robert%20Aitken%20flute,人物及相關文獻來源
PS0290,FM049,Hubert Laws,休伯特・勞斯,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0293,FM049,Hubert Laws,休伯特・勞斯,authority,Wikidata,https://www.wikidata.org/wiki/Q721330,人物及相關文獻來源
PS0294,FM049,Hubert Laws,休伯特・勞斯,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Hubert_Laws,人物及相關文獻來源
PS0295,FM049,Hubert Laws,休伯特・勞斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Hubert%20Laws%20flute,人物及相關文獻來源
PS0296,FM050,James Pellerite,詹姆斯・佩勒賴特,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0297,FM050,James Pellerite,詹姆斯・佩勒賴特,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0299,FM050,James Pellerite,詹姆斯・佩勒賴特,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards/james-pellerite,人物及相關文獻來源
PS0300,FM050,James Pellerite,詹姆斯・佩勒賴特,institution,Institutional biography,https://music.indiana.edu/giving/scholarships/scholarships-pellerite.html,人物及相關文獻來源
PS0301,FM050,James Pellerite,詹姆斯・佩勒賴特,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=James%20Pellerite%20flute,人物及相關文獻來源
PS0302,FM051,Robert Dick,羅伯特・迪克,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0303,FM051,Robert Dick,羅伯特・迪克,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0306,FM051,Robert Dick,羅伯特・迪克,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Robert%20Dick%20flute,人物及相關文獻來源
PS0307,FM052,Harvey Sollberger,哈維・索爾伯格,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0310,FM052,Harvey Sollberger,哈維・索爾伯格,authority,Wikidata,https://www.wikidata.org/wiki/Q1587938,人物及相關文獻來源
PS0311,FM052,Harvey Sollberger,哈維・索爾伯格,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Harvey_Sollberger,人物及相關文獻來源
PS0312,FM052,Harvey Sollberger,哈維・索爾伯格,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Harvey%20Sollberger%20flute,人物及相關文獻來源
PS0313,FM053,András Adorján,安德拉什・阿多揚,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0318,FM053,András Adorján,安德拉什・阿多揚,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Andr%C3%A1s%20Adorj%C3%A1n%20flute,人物及相關文獻來源
PS0319,FM054,Keith Underwood,基思・安德伍德,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0320,FM054,Keith Underwood,基思・安德伍德,association,National Flute Association,https://www.nfaonline.org/committees/committee-web-pages/pedagogy-committee,人物及相關文獻來源
PS0322,FM054,Keith Underwood,基思・安德伍德,authority,Wikidata,https://www.wikidata.org/wiki/Q21466719,人物及相關文獻來源
PS0323,FM054,Keith Underwood,基思・安德伍德,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Keith%20Underwood%20flute,人物及相關文獻來源
PS0324,FM055,Jim Walker,吉姆・沃克,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0329,FM055,Jim Walker,吉姆・沃克,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Jim%20Walker%20flute,人物及相關文獻來源
PS0330,FM056,Barthold Kuijken,巴托爾德・奎肯,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0331,FM056,Barthold Kuijken,巴托爾德・奎肯,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0333,FM056,Barthold Kuijken,巴托爾德・奎肯,authority,Wikidata,https://www.wikidata.org/wiki/Q749926,人物及相關文獻來源
PS0334,FM056,Barthold Kuijken,巴托爾德・奎肯,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Barthold_Kuijken,人物及相關文獻來源
PS0335,FM056,Barthold Kuijken,巴托爾德・奎肯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Barthold%20Kuijken%20flute,人物及相關文獻來源
PS0336,FM057,Frans Brüggen,弗蘭斯・布呂根,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0339,FM057,Frans Brüggen,弗蘭斯・布呂根,authority,Wikidata,https://www.wikidata.org/wiki/Q711810,人物及相關文獻來源
PS0340,FM057,Frans Brüggen,弗蘭斯・布呂根,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Frans_Br%C3%BCggen,人物及相關文獻來源
PS0341,FM057,Frans Brüggen,弗蘭斯・布呂根,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Frans%20Br%C3%BCggen%20flute,人物及相關文獻來源
PS0342,FM058,Stephen Preston,史蒂芬・普雷斯頓,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0343,FM058,Stephen Preston,史蒂芬・普雷斯頓,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0347,FM058,Stephen Preston,史蒂芬・普雷斯頓,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Stephen%20Preston%20flute,人物及相關文獻來源
PS0348,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0351,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,authority,Wikidata,https://www.wikidata.org/wiki/Q2570131,人物及相關文獻來源
PS0352,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Wilbert%20Hazelzet%20flute,人物及相關文獻來源
PS0353,FM060,Rachel Brown,瑞秋・布朗,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0354,FM060,Rachel Brown,瑞秋・布朗,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0358,FM060,Rachel Brown,瑞秋・布朗,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Rachel%20Brown%20flute,人物及相關文獻來源
PS0359,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0362,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,authority,Wikidata,https://www.wikidata.org/wiki/Q6557816,人物及相關文獻來源
PS0363,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Lisa_Beznosiuk,人物及相關文獻來源
PS0364,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Lisa%20Beznosiuk%20flute,人物及相關文獻來源
PS0365,FM062,Claire Guimond,克萊兒・吉蒙,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0368,FM062,Claire Guimond,克萊兒・吉蒙,authority,Wikidata,https://www.wikidata.org/wiki/Q93386582,人物及相關文獻來源
PS0369,FM062,Claire Guimond,克萊兒・吉蒙,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Claire_Guimond,人物及相關文獻來源
PS0370,FM062,Claire Guimond,克萊兒・吉蒙,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Claire%20Guimond%20flute,人物及相關文獻來源
PS0371,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0372,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0374,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,authority,Wikidata,https://www.wikidata.org/wiki/Q1369119,人物及相關文獻來源
PS0375,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Pierre-Yves_Artaud,人物及相關文獻來源
PS0376,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Pierre-Yves%20Artaud%20flute,人物及相關文獻來源
PS0377,FM064,Patrick Gallois,帕特里克・加洛瓦,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0380,FM064,Patrick Gallois,帕特里克・加洛瓦,authority,Wikidata,https://www.wikidata.org/wiki/Q1234459,人物及相關文獻來源
PS0381,FM064,Patrick Gallois,帕特里克・加洛瓦,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Patrick_Gallois,人物及相關文獻來源
PS0382,FM064,Patrick Gallois,帕特里克・加洛瓦,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Patrick%20Gallois%20flute,人物及相關文獻來源
PS0383,FM065,Philippe Bernold,菲利普・貝爾諾,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0386,FM065,Philippe Bernold,菲利普・貝爾諾,authority,Wikidata,https://www.wikidata.org/wiki/Q16177156,人物及相關文獻來源
PS0387,FM065,Philippe Bernold,菲利普・貝爾諾,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Philippe%20Bernold%20flute,人物及相關文獻來源
PS0388,FM066,Emmanuel Pahud,艾曼紐・帕胡德,scholarly_index,Semantic Scholar,https://www.semanticscholar.org/paper/The-Flute-Book%3A-A-Complete-Guide-for-Students-and-Toff/edd41608d0a9ef80282878f1484021adaef8cf6a,人物及相關文獻來源
PS0391,FM066,Emmanuel Pahud,艾曼紐・帕胡德,authority,Wikidata,https://www.wikidata.org/wiki/Q115764,人物及相關文獻來源
PS0392,FM066,Emmanuel Pahud,艾曼紐・帕胡德,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Emmanuel_Pahud,人物及相關文獻來源
PS0393,FM066,Emmanuel Pahud,艾曼紐・帕胡德,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Emmanuel%20Pahud%20flute,人物及相關文獻來源
PS0396,FM067,Jacques Zoon,雅克・宗,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0397,FM067,Jacques Zoon,雅克・宗,authority,Wikidata,https://www.wikidata.org/wiki/Q1136958,人物及相關文獻來源
PS0398,FM067,Jacques Zoon,雅克・宗,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Jacques_Zoon,人物及相關文獻來源
PS0399,FM067,Jacques Zoon,雅克・宗,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Jacques%20Zoon%20flute,人物及相關文獻來源
PS0402,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0403,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,authority,Wikidata,https://www.wikidata.org/wiki/Q4364046,人物及相關文獻來源
PS0404,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Marina_Piccinini,人物及相關文獻來源
PS0405,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Marina%20Piccinini%20flute,人物及相關文獻來源
PS0408,FM069,Sharon Bezaly,莎朗・貝扎利,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0409,FM069,Sharon Bezaly,莎朗・貝扎利,authority,Wikidata,https://www.wikidata.org/wiki/Q269852,人物及相關文獻來源
PS0410,FM069,Sharon Bezaly,莎朗・貝扎利,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Sharon_Bezaly,人物及相關文獻來源
PS0411,FM069,Sharon Bezaly,莎朗・貝扎利,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Sharon%20Bezaly%20flute,人物及相關文獻來源
PS0414,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0415,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,authority,Wikidata,https://www.wikidata.org/wiki/Q1992545,人物及相關文獻來源
PS0416,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Denis_Bouriakov,人物及相關文獻來源
PS0417,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Denis%20Bouriakov%20flute,人物及相關文獻來源
PS0420,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0421,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,authority,Wikidata,https://www.wikidata.org/wiki/Q4260845,人物及相關文獻來源
PS0422,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Andrea%20Lieberknecht%20flute,人物及相關文獻來源
PS0425,FM072,Felix Renggli,菲利克斯・倫格利,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0426,FM072,Felix Renggli,菲利克斯・倫格利,authority,Wikidata,https://www.wikidata.org/wiki/Q4393227,人物及相關文獻來源
PS0427,FM072,Felix Renggli,菲利克斯・倫格利,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Felix%20Renggli%20flute,人物及相關文獻來源
PS0430,FM073,Emily Beynon,艾蜜莉・貝農,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0431,FM073,Emily Beynon,艾蜜莉・貝農,authority,Wikidata,https://www.wikidata.org/wiki/Q2365939,人物及相關文獻來源
PS0432,FM073,Emily Beynon,艾蜜莉・貝農,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Emily%20Beynon%20flute,人物及相關文獻來源
PS0433,FM074,Susan Milan,蘇珊・米蘭,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0436,FM074,Susan Milan,蘇珊・米蘭,authority,Wikidata,https://www.wikidata.org/wiki/Q978231,人物及相關文獻來源
PS0437,FM074,Susan Milan,蘇珊・米蘭,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Susan_Milan,人物及相關文獻來源
PS0438,FM074,Susan Milan,蘇珊・米蘭,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Susan%20Milan%20flute,人物及相關文獻來源
PS0441,FM075,Wissam Boustany,威薩姆・布斯塔尼,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0442,FM075,Wissam Boustany,威薩姆・布斯塔尼,authority,Wikidata,https://www.wikidata.org/wiki/Q21175284,人物及相關文獻來源
PS0443,FM075,Wissam Boustany,威薩姆・布斯塔尼,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Wissam_Boustany,人物及相關文獻來源
PS0444,FM075,Wissam Boustany,威薩姆・布斯塔尼,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Wissam%20Boustany%20flute,人物及相關文獻來源
PS0447,FM076,Gareth Davies,加雷斯・戴維斯,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0450,FM076,Gareth Davies,加雷斯・戴維斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Gareth%20Davies%20flute,人物及相關文獻來源
PS0453,FM077,Adam Walker,亞當・沃克,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0456,FM077,Adam Walker,亞當・沃克,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Adam%20Walker%20flute,人物及相關文獻來源
PS0459,FM078,Lorna McGhee,洛娜・麥吉,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0460,FM078,Lorna McGhee,洛娜・麥吉,authority,Wikidata,https://www.wikidata.org/wiki/Q6681377,人物及相關文獻來源
PS0461,FM078,Lorna McGhee,洛娜・麥吉,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Lorna_McGhee,人物及相關文獻來源
PS0462,FM078,Lorna McGhee,洛娜・麥吉,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Lorna%20McGhee%20flute,人物及相關文獻來源
PS0465,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0466,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,authority,Wikidata,https://www.wikidata.org/wiki/Q61475620,人物及相關文獻來源
PS0467,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Paul%20Edmund-Davies%20flute,人物及相關文獻來源
PS0470,FM080,Jeffrey Khaner,傑弗里・卡納,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0471,FM080,Jeffrey Khaner,傑弗里・卡納,authority,Wikidata,https://www.wikidata.org/wiki/Q6176099,人物及相關文獻來源
PS0472,FM080,Jeffrey Khaner,傑弗里・卡納,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Jeffrey_Khaner,人物及相關文獻來源
PS0473,FM080,Jeffrey Khaner,傑弗里・卡納,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Jeffrey%20Khaner%20flute,人物及相關文獻來源
PS0476,FM081,Mark Sparks,馬克・斯帕克斯,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0478,FM081,Mark Sparks,馬克・斯帕克斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Mark%20Sparks%20flute,人物及相關文獻來源
PS0481,FM082,Joshua Smith,約書亞・史密斯,library_archive,Library of Congress,https://guides.loc.gov/flute/special-collections,人物及相關文獻來源
PS0483,FM082,Joshua Smith,約書亞・史密斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Joshua%20Smith%20flute,人物及相關文獻來源
PS0486,FM083,Amy Porter,艾米・波特,association,National Flute Association,https://www.nfaonline.org/committees/committee-web-pages/pedagogy-committee,人物及相關文獻來源
PS0488,FM083,Amy Porter,艾米・波特,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Amy%20Porter%20flute,人物及相關文獻來源
PS0491,FM084,Alexa Still,亞歷克莎・史蒂爾,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0492,FM084,Alexa Still,亞歷克莎・史蒂爾,authority,Wikidata,https://www.wikidata.org/wiki/Q4718082,人物及相關文獻來源
PS0493,FM084,Alexa Still,亞歷克莎・史蒂爾,encyclopedia,Wikipedia,https://en.wikipedia.org/wiki/Alexa_Still,人物及相關文獻來源
PS0494,FM084,Alexa Still,亞歷克莎・史蒂爾,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Alexa%20Still%20flute,人物及相關文獻來源
PS0495,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0496,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,association,National Flute Association,https://www.nfaonline.org/committees/committee-web-pages/pedagogy-committee,人物及相關文獻來源
PS0498,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,institution,Institutional biography,https://music.unt.edu/people/mary-karen-clardy.html,人物及相關文獻來源
PS0499,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,web_source,Web source,https://mkclardy.com/,人物及相關文獻來源
PS0500,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Mary%20Karen%20Clardy%20flute,人物及相關文獻來源
PS0501,FM086,Patricia George,派翠西亞・喬治,association,National Flute Association,https://www.nfaonline.org/about/about-the-nfa/achievement-awards,人物及相關文獻來源
PS0502,FM086,Patricia George,派翠西亞・喬治,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/selected-flute-repertoire-and-studies,人物及相關文獻來源
PS0503,FM086,Patricia George,派翠西亞・喬治,association,National Flute Association,https://www.nfaonline.org/committees/committee-web-pages/pedagogy-committee,人物及相關文獻來源
PS0504,FM086,Patricia George,派翠西亞・喬治,authority,Wikidata,https://www.wikidata.org/wiki/Q115706218,人物及相關文獻來源
PS0505,FM086,Patricia George,派翠西亞・喬治,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Patricia%20George%20flute,人物及相關文獻來源
PS0508,FM087,Linda Chesis,琳達・切西斯,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0509,FM087,Linda Chesis,琳達・切西斯,institution,Institutional biography,https://www.msmnyc.edu/faculty/linda-chesis/,人物及相關文獻來源
PS0510,FM087,Linda Chesis,琳達・切西斯,institution,Institutional biography,https://www.gc.cuny.edu/people/linda-chesis,人物及相關文獻來源
PS0511,FM087,Linda Chesis,琳達・切西斯,web_source,Web source,https://theinstrumentalist.com/september-2019-flute-talk/master-teacher-and-performer-following-your-passion-an-interview-with-linda-chesis/,人物及相關文獻來源
PS0512,FM087,Linda Chesis,琳達・切西斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Linda%20Chesis%20flute,人物及相關文獻來源
PS0515,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0516,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,authority,Wikidata,https://www.wikidata.org/wiki/Q109601122,人物及相關文獻來源
PS0517,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Tara%20Helen%20O%27Connor%20flute,人物及相關文獻來源
PS0520,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0521,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,institution,Institutional biography,https://blair.vanderbilt.edu/bio/molly-barth/,人物及相關文獻來源
PS0522,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,web_source,Web source,https://www.mollybarth.com/,人物及相關文獻來源
PS0523,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,web_source,Web source,https://cantaloupemusic.com/artists/molly-barth,人物及相關文獻來源
PS0524,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Molly%20Alicia%20Barth%20flute,人物及相關文獻來源
PS0527,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0528,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,institution,Institutional biography,https://www.cmu.edu/cfa/music/people/Bios/almarza_alberto.html,人物及相關文獻來源
PS0529,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,artist_profile,Artist profile,https://woodwinds.tonebase.co/flute-artist-biographies/albertoalmarza,人物及相關文獻來源
PS0530,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,bibliographic_catalog,WorldCat,https://search.worldcat.org/search?q=Alberto%20Almarza%20flute,人物及相關文獻來源
PS0533,FM091,Jasmine Choi,崔娜卿,association,National Flute Association,https://www.nfaonline.org/resources-publications/publications/flutist-quarterly,人物及相關文獻來源
PS0534,FM091,Jasmine Choi,崔娜卿,authority,Wikidata,https://www.wikidata.org/wiki/Q15293706,人物及相關文獻來源
